Electoral district number ,Electoral district name,Political affiliation,Votes obtained ,% Votes obtained ,Full_name,Total_valid_votes,Rank,Winner,PPC_Vote
48007,Calgary Heritage,Maverick Party,714,1.3,Annelise Freeman,53542,6,Loser,2682
48007,Calgary Heritage,NDP,9320,17.4,Kathleen M. Johnson,53542,2,Loser,2682
48007,Calgary Heritage,Green Party,766,1.4,Malka Labell,53542,5,Loser,2682
48008,Calgary Midnapore,NDP,11826,18.3,Gurmit Bhachu,64530,2,Loser,3930
48008,Calgary Midnapore,PPC,3930,6.1,Jonathan Hagel,64530,4,Loser,3930
48008,Calgary Midnapore,Conservative,39147,60.7,Stephanie Kusie,64530,1,Winner,3930
48008,Calgary Midnapore,Maverick Party,812,1.3,Matt Magolan,64530,6,Loser,3930
48008,Calgary Midnapore,Green Party,868,1.3,Shaun T. Pulsifer,64530,5,Loser,3930
48008,Calgary Midnapore,Liberal,7947,12.3,Zarnab Zafar,64530,3,Loser,3930
48009,Calgary Nose Hill,NDP,8500,16.9,Khalis Ahmed,50393,3,Loser,2324
48009,Calgary Nose Hill,Marxist-Leninist,105,0.2,Peggy Askin,50393,8,Loser,2324
48009,Calgary Nose Hill,Liberal,10311,20.5,Jessica Dale-Walker,50393,2,Loser,2324
48009,Calgary Nose Hill,National Citizens Alliance,62,0.1,Stephen J Garvey,50393,9,Loser,2324
48009,Calgary Nose Hill,Green Party,636,1.3,Judson Hansell,50393,5,Loser,2324
48009,Calgary Nose Hill,Christian Heritage Party,169,0.3,Larry R. Heather,50393,7,Loser,2324
48009,Calgary Nose Hill,Conservative,28001,55.6,Michelle Rempel Garner,50393,1,Winner,2324
48009,Calgary Nose Hill,PPC,2324,4.6,Kyle Scott,50393,4,Loser,2324
48009,Calgary Nose Hill,Parti Rhinocéros Party,285,0.6,Vanessa Wang,50393,6,Loser,2324
48010,Calgary Rocky Ridge,Conservative,36034,54.5,Pat Kelly,66084,1,Winner,3003
48010,Calgary Rocky Ridge,NDP,10748,16.3,Jena Dianne Kieren,66084,3,Loser,3003
48010,Calgary Rocky Ridge,PPC,3003,4.5,Rory MacLeod,66084,4,Loser,3003
48010,Calgary Rocky Ridge,Liberal,14693,22.2,Shahnaz Munir,66084,2,Loser,3003
48010,Calgary Rocky Ridge,Maverick Party,554,0.8,David Robinson,66084,6,Loser,3003
48010,Calgary Rocky Ridge,Green Party,1052,1.6,Catriona Wright,66084,5,Loser,3003
48011,Calgary Shepard,National Citizens Alliance,56,0.1,Jesse Halmo,73559,8,Loser,4284
48011,Calgary Shepard,NDP,12103,16.5,Raj Jessel,73559,2,Loser,4284
48011,Calgary Shepard,Conservative,44411,60.4,Tom Kmiec,73559,1,Winner,4284
48011,Calgary Shepard,Maverick Party,874,1.2,Andrea Lee,73559,6,Loser,4284
48011,Calgary Shepard,Liberal,10303,14,Cam Macdonald,73559,3,Loser,4284
48011,Calgary Shepard,Independent,228,0.3,Konstantine Muirhead,73559,7,Loser,4284
48011,Calgary Shepard,Green Party,1300,1.8,Evelyn Tanaka,73559,5,Loser,4284
48011,Calgary Shepard,PPC,4284,5.8,Ron Vaillant,73559,4,Loser,4284
48012,Calgary Signal Hill,Maverick Party,568,1,Ajay Copp,59707,6,Loser,2859
48012,Calgary Signal Hill,Green Party,1094,1.8,Keiran Corrigall,59707,5,Loser,2859
48012,Calgary Signal Hill,PPC,2859,4.8,Nick Debrey,59707,4,Loser,2859
48012,Calgary Signal Hill,Liberal,11106,18.6,Shawn Duncan,59707,2,Loser,2859
48012,Calgary Signal Hill,NDP,8863,14.8,Patrick King,59707,3,Loser,2859
48012,Calgary Signal Hill,Conservative,35217,59,Ron Liepert,59707,1,Winner,2859
48013,Calgary Skyview,Independent,184,0.4,Lee Aquart,47433,6,Loser,1720
48013,Calgary Skyview,Marxist-Leninist,111,0.2,Daniel Blanchard,47433,7,Loser,1720
48013,Calgary Skyview,Liberal,20092,42.4,George Chahal,47433,1,Winner,1720
48013,Calgary Skyview,PPC,1720,3.6,Harry Dhillon,47433,4,Loser,1720
48013,Calgary Skyview,NDP,7690,16.2,Gurinder Singh Gill,47433,3,Loser,1720
48013,Calgary Skyview,Centrist,93,0.2,Nadeem Rana,47433,8,Loser,1720
48013,Calgary Skyview,Conservative,17111,36.1,Jag Sahota,47433,2,Loser,1720
48013,Calgary Skyview,Green Party,432,0.9,Janna So,47433,5,Loser,1720
48014,Edmonton Centre,Liberal,16560,33.7,Randy Boissonnault,49148,1,Winner,2094
48014,Edmonton Centre,PPC,2094,4.3,Brock Crocker,49148,4,Loser,2094
48014,Edmonton Centre,Conservative,15945,32.4,James Cumming,49148,2,Loser,2094
48014,Edmonton Centre,Marxist-Leninist,112,0.2,Merryn Edwards,49148,6,Loser,2094
48014,Edmonton Centre,Libertarian,266,0.5,Valerie Keefe,49148,5,Loser,2094
48014,Edmonton Centre,NDP,14171,28.8,Heather MacKenzie,49148,3,Loser,2094
48015,Edmonton Griesbach,Communist,140,0.3,Alex Boykowich,43059,7,Loser,2617
48015,Edmonton Griesbach,NDP,17457,40.5,Blake Desjarlais,43059,1,Winner,2617
48015,Edmonton Griesbach,Conservative,15957,37.1,Kerry Diotte,43059,2,Loser,2617
48015,Edmonton Griesbach,Marxist-Leninist,103,0.2,Mary Joyce,43059,8,Loser,2617
48015,Edmonton Griesbach,Green Party,538,1.2,Heather Lau,43059,5,Loser,2617
48015,Edmonton Griesbach,PPC,2617,6.1,Thomas Matty,43059,4,Loser,2617
48015,Edmonton Griesbach,Liberal,5979,13.9,Habiba Mohamud,43059,3,Loser,2617
48015,Edmonton Griesbach,Libertarian,268,0.6,Morgan Watson,43059,6,Loser,2617
48016,Edmonton Manning,Conservative,20219,41.1,Ziad Aboultaif,49226,1,Winner,3407
48016,Edmonton Manning,PPC,3407,6.9,Martin Halvorson,49226,4,Loser,3407
48016,Edmonton Manning,Liberal,10468,21.3,Donna Lynn Smith,49226,3,Loser,3407
48016,Edmonton Manning,NDP,14999,30.5,Charmaine St. Germain,49226,2,Loser,3407
48016,Edmonton Manning,Marxist-Leninist,133,0.3,Andre Vachon,49226,5,Loser,3407
48017,Edmonton Mill Woods,Liberal,16499,34,Ben Henderson,48514,2,Loser,2898
48017,Edmonton Mill Woods,NDP,10553,21.8,Nigel Logan,48514,3,Loser,2898
48017,Edmonton Mill Woods,PPC,2898,6,Paul Edward McCormack,48514,4,Loser,2898
48017,Edmonton Mill Woods,Communist,172,0.4,Naomi Rankin,48514,5,Loser,2898
48017,Edmonton Mill Woods,Conservative,18392,37.9,Tim Uppal,48514,1,Winner,2898
48018,Edmonton Riverbend,Liberal,14169,24.9,Tariq Chaudary,56928,2,Loser,2142
48018,Edmonton Riverbend,NDP,14154,24.9,Shawn Gray,56928,3,Loser,2142
48018,Edmonton Riverbend,Green Party,761,1.3,Melanie Hoffman,56928,5,Loser,2142
48018,Edmonton Riverbend,Conservative,25702,45.1,Matt Jeneroux,56928,1,Winner,2142
48018,Edmonton Riverbend,PPC,2142,3.8,Jennifer Peace,56928,4,Loser,2142
48019,Edmonton Strathcona,Green Party,634,1.2,Kelly Green,52223,5,Loser,2366
48019,Edmonton Strathcona,PPC,2366,4.5,Wes Janke,52223,4,Loser,2366
48019,Edmonton Strathcona,NDP,31690,60.7,Heather McPherson,52223,1,Winner,2366
48019,Edmonton Strathcona,Liberal,3948,7.6,Hibo Mohamed,52223,3,Loser,2366
48019,Edmonton Strathcona,Conservative,13310,25.5,Tunde Obasan,52223,2,Loser,2366
48019,Edmonton Strathcona,Libertarian,275,0.5,Malcolm Stinson,52223,6,Loser,2366
48020,Edmonton West,Liberal,13016,23.2,Adam Wilson Brown,55989,3,Loser,3354
48020,Edmonton West,NDP,14190,25.3,Sandra Hunter,55989,2,Loser,3354
48020,Edmonton West,PPC,3354,6,Brent Kinzel,55989,4,Loser,3354
48020,Edmonton West,Conservative,25278,45.1,Kelly McCauley,55989,1,Winner,3354
48020,Edmonton West,Marxist-Leninist,151,0.3,Peggy Morton,55989,5,Loser,3354
48021,Edmonton--Wetaskiwin,PPC,7670,8.8,Tyler Beauchamp,86843,4,Loser,7670
48021,Edmonton--Wetaskiwin,VCP,345,0.4,Travis Calliou,86843,5,Loser,7670
48021,Edmonton--Wetaskiwin,NDP,18259,21,Hugo Charles,86843,2,Loser,7670
48021,Edmonton--Wetaskiwin,Conservative,48340,55.7,Mike Lake,86843,1,Winner,7670
48021,Edmonton--Wetaskiwin,Liberal,12229,14.1,Ron Thiering,86843,3,Loser,7670
48022,Foothills,Conservative,44456,69.2,John Barlow,64216,1,Winner,5111
48022,Foothills,PPC,5111,8,Daniel Hunter,64216,3,Loser,5111
48022,Foothills,Green Party,802,1.2,Brett Rogers,64216,6,Loser,5111
48022,Foothills,Liberal,4441,6.9,Paula Shimp,64216,4,Loser,5111
48022,Foothills,NDP,7117,11.1,Michelle Traxel,64216,2,Loser,5111
48022,Foothills,Maverick Party,2289,3.6,Josh Wylie,64216,5,Loser,5111
48023,Fort McMurray--Cold Lake,Liberal,3060,7.1,Abdifatah Abdi,43150,4,Loser,5481
48023,Fort McMurray--Cold Lake,Green Party,423,1,Brian Deheer,43150,6,Loser,5481
48023,Fort McMurray--Cold Lake,Conservative,29242,67.8,Laila Goodridge,43150,1,Winner,5481
48023,Fort McMurray--Cold Lake,PPC,5481,12.7,Shawn McDonald,43150,2,Loser,5481
48023,Fort McMurray--Cold Lake,Maverick Party,479,1.1,Jonathan Meyers,43150,5,Loser,5481
48023,Fort McMurray--Cold Lake,NDP,4377,10.1,Garnett Robinson,43150,3,Loser,5481
48023,Fort McMurray--Cold Lake,VCP,88,0.2,Hughie Shane Whitmore,43150,7,Loser,5481
48024,Grande Prairie--Mackenzie,Liberal,2397,4.5,Dan Campbell,53140,4,Loser,5411
48024,Grande Prairie--Mackenzie,Parti Rhinocéros Party,314,0.6,Donovan Eckstrom,53140,6,Loser,5411
48024,Grande Prairie--Mackenzie,PPC,5411,10.2,Shawn McLean,53140,3,Loser,5411
48024,Grande Prairie--Mackenzie,Maverick Party,2195,4.1,Ambrose Ralph,53140,5,Loser,5411
48024,Grande Prairie--Mackenzie,NDP,6462,12.2,Jennifer Villebrun,53140,2,Loser,5411
48024,Grande Prairie--Mackenzie,Conservative,36361,68.4,Chris Warkentin,53140,1,Winner,5411
48025,Lakeland,NDP,5519,10.5,Des Bissonnette,52651,3,Loser,5827
48025,Lakeland,Green Party,464,0.9,Kira Brunner,52651,6,Loser,5827
48025,Lakeland,PPC,5827,11.1,Ann McCormack,52651,2,Loser,5827
48025,Lakeland,Maverick Party,1674,3.2,Fred Sirett,52651,5,Loser,5827
48025,Lakeland,Conservative,36557,69.4,Shannon Stubbs,52651,1,Winner,5827
48025,Lakeland,Liberal,2610,5,John Turvey,52651,4,Loser,5827
48026,Lethbridge,Christian Heritage Party,566,1,Geoffrey Capp,58973,6,Loser,4097
48026,Lethbridge,Conservative,32817,55.6,Rachael Harder,58973,1,Winner,4097
48026,Lethbridge,Liberal,8928,15.1,Devon Hargreaves,58973,3,Loser,4097
48026,Lethbridge,PPC,4097,6.9,Kimmie Hovan,58973,4,Loser,4097
48026,Lethbridge,NDP,11386,19.3,Elaine Perez,58973,2,Loser,4097
48026,Lethbridge,Independent,1179,2,Kim Siever,58973,5,Loser,4097
48027,Medicine Hat--Cardston--Warner,Green Party,725,1.5,Diandra Bruised Head,48414,6,Loser,4484
48027,Medicine Hat--Cardston--Warner,PPC,4484,9.3,Brodie Heidinger,48414,3,Loser,4484
48027,Medicine Hat--Cardston--Warner,Conservative,31648,65.4,Glen Motz,48414,1,Winner,4484
48027,Medicine Hat--Cardston--Warner,Maverick Party,1226,2.5,Geoff Shoesmith,48414,5,Loser,4484
48027,Medicine Hat--Cardston--Warner,NDP,6816,14.1,Jocelyn Stenger,48414,2,Loser,4484
48027,Medicine Hat--Cardston--Warner,Liberal,3515,7.3,Hannah Wilson,48414,4,Loser,4484
48028,Peace River--Westlock,PPC,5916,12.6,Darryl Boisson,46789,3,Loser,5916
48028,Peace River--Westlock,Maverick Party,2573,5.5,Colin Krieger,46789,4,Loser,5916
48028,Peace River--Westlock,Green Party,364,0.8,Jordan Francis MacDougall,46789,6,Loser,5916
48028,Peace River--Westlock,Liberal,2431,5.2,Leslie Penny,46789,5,Loser,5916
48028,Peace River--Westlock,NDP,6019,12.9,Gail Ungstad,46789,2,Loser,5916
48028,Peace River--Westlock,Conservative,29486,63,Arnold Viersen,46789,1,Winner,5916
48029,Red Deer--Mountain View,Liberal,4084,6.4,Olumide Adewumi,63320,4,Loser,7581
48029,Red Deer--Mountain View,Conservative,40680,64.2,Earl Dreeshen,63320,1,Winner,7581
48029,Red Deer--Mountain View,NDP,8826,13.9,Marie Grabowski,63320,2,Loser,7581
48029,Red Deer--Mountain View,PPC,7581,12,Kelly Lorencz,63320,3,Loser,7581
48029,Red Deer--Mountain View,Libertarian,211,0.3,Jared Pilon,63320,7,Loser,7581
48029,Red Deer--Mountain View,Maverick Party,1640,2.6,Mark Wilcox,63320,5,Loser,7581
48029,Red Deer--Mountain View,Independent,298,0.5,Clayten Willington,63320,6,Loser,7581
48030,Red Deer--Lacombe,No Affiliation,573,0.9,Joan Barnes,61979,6,Loser,7893
48030,Red Deer--Lacombe,Conservative,39805,64.2,Blaine Calkins,61979,1,Winner,7893
48030,Red Deer--Lacombe,NDP,8806,14.2,Tanya Heyden-Kaye,61979,2,Loser,7893
48030,Red Deer--Lacombe,Maverick Party,986,1.6,Harry Joujan,61979,5,Loser,7893
48030,Red Deer--Lacombe,PPC,7893,12.7,Megan Lim,61979,3,Loser,7893
48030,Red Deer--Lacombe,Liberal,3704,6,David Ondieki,61979,4,Loser,7893
48030,Red Deer--Lacombe,Libertarian,212,0.3,Matthew Watson,61979,7,Loser,7893
48031,St. Albert--Edmonton,PPC,3684,5.9,Brigitte Cecelia,62340,4,Loser,3684
48031,St. Albert--Edmonton,Conservative,29652,47.6,Michael Cooper,62340,1,Winner,3684
48031,St. Albert--Edmonton,NDP,17816,28.6,Kathleen Mpulubusi,62340,2,Loser,3684
48031,St. Albert--Edmonton,Liberal,11188,17.9,Greg Springate,62340,3,Loser,3684
48032,Sherwood Park--Fort Saskatchewan,Conservative,41092,57.6,Garnett Genuis,71398,1,Winner,5004
48032,Sherwood Park--Fort Saskatchewan,Liberal,8730,12.2,Tanya Holm,71398,3,Loser,5004
48032,Sherwood Park--Fort Saskatchewan,Maverick Party,849,1.2,Todd Newberry,71398,5,Loser,5004
48032,Sherwood Park--Fort Saskatchewan,Green Party,700,1,Sheldon Jonah Perris,71398,6,Loser,5004
48032,Sherwood Park--Fort Saskatchewan,Independent,283,0.4,Charles Simpson,71398,7,Loser,5004
48032,Sherwood Park--Fort Saskatchewan,NDP,14740,20.6,Aidan Bradley Theroux,71398,2,Loser,5004
48032,Sherwood Park--Fort Saskatchewan,PPC,5004,7,John Wetterstrand,71398,4,Loser,5004
48033,Sturgeon River--Parkland,Maverick Party,1240,1.9,Jeff Dunham,66476,5,Loser,6671
48033,Sturgeon River--Parkland,Conservative,40957,61.6,Dane Lloyd,66476,1,Winner,6671
48033,Sturgeon River--Parkland,PPC,6671,10,Murray MacKinnon,66476,3,Loser,6671
48033,Sturgeon River--Parkland,NDP,12532,18.9,Kendra Mills,66476,2,Loser,6671
48033,Sturgeon River--Parkland,Liberal,4579,6.9,Irene Walker,66476,4,Loser,6671
48033,Sturgeon River--Parkland,Christian Heritage Party,497,0.7,Jeffrey Willerton,66476,6,Loser,6671
48034,Yellowhead,VCP,147,0.3,Gordon Francey,50792,6,Loser,6475
48034,Yellowhead,PPC,6475,12.7,Michael Manchen,50792,2,Loser,6475
48034,Yellowhead,Maverick Party,1761,3.5,Todd Muir,50792,5,Loser,6475
48034,Yellowhead,NDP,5977,11.8,Guillaume Roy,50792,3,Loser,6475
48034,Yellowhead,Liberal,2829,5.6,Sheila Schumacher,50792,4,Loser,6475
48034,Yellowhead,Conservative,33603,66.2,Gerald Soroka,50792,1,Winner,6475
59001,Abbotsford,Conservative,21597,47.9,Ed Fast,45050,1,Winner,3300
59001,Abbotsford,Green Party,1517,3.4,Stephen Fowler,45050,5,Loser,3300
59001,Abbotsford,Liberal,10907,24.2,Navreen Gill,45050,2,Loser,3300
59001,Abbotsford,PPC,3300,7.3,Kevin Sinclair,45050,4,Loser,3300
59001,Abbotsford,NDP,7729,17.2,dharmasena yakandawela,45050,3,Loser,3300
59002,Burnaby North--Seymour,Liberal,19445,39.5,Terry Beech,49184,1,Winner,1370
59002,Burnaby North--Seymour,Green Party,1516,3.1,Peter Dolling,49184,4,Loser,1370
59002,Burnaby North--Seymour,NDP,14318,29.1,Jim Hanson,49184,2,Loser,1370
59002,Burnaby North--Seymour,PPC,1370,2.8,Brad Nickerson,49184,5,Loser,1370
59002,Burnaby North--Seymour,Conservative,12535,25.5,Kelsey Shein,49184,3,Loser,1370
59003,Burnaby South,Green Party,1175,2.9,Maureen Curran,40608,5,Loser,1290
59003,Burnaby South,Independent,296,0.7,Martin Kendell,40608,6,Loser,1290
59003,Burnaby South,Conservative,9104,22.4,Likky Lavji,40608,3,Loser,1290
59003,Burnaby South,Liberal,12361,30.4,Brea Huang Sami,40608,2,Loser,1290
59003,Burnaby South,NDP,16382,40.3,Jagmeet Singh,40608,1,Winner,1290
59003,Burnaby South,PPC,1290,3.2,Marcella Williams,40608,4,Loser,1290
59004,Cariboo--Prince George,Conservative,25771,50.8,Todd Doherty,50713,1,Winner,4160
59004,Cariboo--Prince George,Liberal,8397,16.6,Garth Frizzell,50713,3,Loser,4160
59004,Cariboo--Prince George,PPC,4160,8.2,Jeremy Gustafson,50713,4,Loser,4160
59004,Cariboo--Prince George,Green Party,1844,3.6,Leigh Hunsinger-Chang,50713,5,Loser,4160
59004,Cariboo--Prince George,NDP,10323,20.4,Audrey McKinnon,50713,2,Loser,4160
59004,Cariboo--Prince George,Christian Heritage Party,218,0.4,Henry Thiessen,50713,6,Loser,4160
59005,Central Okanagan--Similkameen--Nicola,Conservative,30563,47.6,Dan Albas,64210,1,Winner,4788
59005,Central Okanagan--Similkameen--Nicola,Liberal,13291,20.7,Sarah Eves,64210,3,Loser,4788
59005,Central Okanagan--Similkameen--Nicola,PPC,4788,7.5,Kathryn Mcdonald,64210,4,Loser,4788
59005,Central Okanagan--Similkameen--Nicola,NDP,13813,21.5,Joan Phillip,64210,2,Loser,4788
59005,Central Okanagan--Similkameen--Nicola,Green Party,1755,2.7,Brennan Wauters,64210,5,Loser,4788
59006,Chilliwack--Hope,PPC,4004,7.7,Rob Bogunovic,52160,4,Loser,4004
59006,Chilliwack--Hope,Green Party,1391,2.7,Arthur Green,52160,5,Loser,4004
59006,Chilliwack--Hope,NDP,13927,26.7,DJ Pohl,52160,2,Loser,4004
59006,Chilliwack--Hope,Conservative,23987,46,Mark Strahl,52160,1,Winner,4004
59006,Chilliwack--Hope,Liberal,8851,17,Kelly Velonis,52160,3,Loser,4004
59007,Cloverdale--Langley City,Liberal,20877,39.2,John Aldag,53250,1,Winner,2563
59007,Cloverdale--Langley City,Conservative,19223,36.1,Tamara Jansen,53250,2,Loser,2563
59007,Cloverdale--Langley City,NDP,10587,19.9,Rajesh Jayaprakash,53250,3,Loser,2563
59007,Cloverdale--Langley City,PPC,2563,4.8,Ian Kennedy,53250,4,Loser,2563
59008,Coquitlam--Port Coquitlam,Conservative,16907,30.3,Katerina Anastasiadis,55716,2,Loser,2373
59008,Coquitlam--Port Coquitlam,PPC,2373,4.3,Kimberly Brundell,55716,4,Loser,2373
59008,Coquitlam--Port Coquitlam,NDP,14982,26.9,Laura Dupont,55716,3,Loser,2373
59008,Coquitlam--Port Coquitlam,Liberal,21454,38.5,Ron McKinnon,55716,1,Winner,2373
59009,Courtenay--Alberni,Marxist-Leninist,124,0.2,Barbara Biley,69250,6,Loser,3467
59009,Courtenay--Alberni,PPC,3467,5,Robert Eppich,69250,5,Loser,3467
59009,Courtenay--Alberni,Liberal,9276,13.4,Susan Farlinger,69250,3,Loser,3467
59009,Courtenay--Alberni,NDP,30612,44.2,Gord Johns,69250,1,Winner,3467
59009,Courtenay--Alberni,Green Party,3590,5.2,Susanne Lawson,69250,4,Loser,3467
59009,Courtenay--Alberni,Conservative,22181,32,Mary Lee,69250,2,Loser,3467
59010,Cowichan--Malahat--Langford,Conservative,17870,28.4,Alana DeLong,63032,2,Loser,3952
59010,Cowichan--Malahat--Langford,PPC,3952,6.3,Mark Hecht,63032,4,Loser,3952
59010,Cowichan--Malahat--Langford,Liberal,10320,16.4,Blair Herbert,63032,3,Loser,3952
59010,Cowichan--Malahat--Langford,NDP,26968,42.8,Alistair MacGregor,63032,1,Winner,3952
59010,Cowichan--Malahat--Langford,Green Party,3922,6.2,Lia Versaevel,63032,5,Loser,3952
59011,Delta,NDP,9591,18.3,Monika Dean,52305,3,Loser,1291
59011,Delta,Independent,379,0.7,Hong Yan Pan,52305,6,Loser,1291
59011,Delta,Liberal,22105,42.3,Carla Qualtrough,52305,1,Winner,1291
59011,Delta,Conservative,17695,33.8,Garry Shearer,52305,2,Loser,1291
59011,Delta,Green Party,1244,2.4,Jeremy Smith,52305,5,Loser,1291
59011,Delta,PPC,1291,2.5,Paul Tarasenko,52305,4,Loser,1291
59012,Fleetwood--Port Kells,PPC,1284,2.7,Amrit Birring,47185,4,Loser,1284
59012,Fleetwood--Port Kells,Green Party,892,1.9,Perry DeNure,47185,5,Loser,1284
59012,Fleetwood--Port Kells,Liberal,21350,45.2,Ken Hardie,47185,1,Winner,1284
59012,Fleetwood--Port Kells,Conservative,14553,30.8,Dave Hayer,47185,2,Loser,1284
59012,Fleetwood--Port Kells,Independent,146,0.3,Murali Krishnan,47185,6,Loser,1284
59012,Fleetwood--Port Kells,NDP,8960,19,Raji Toor,47185,3,Loser,1284
59013,Kamloops--Thompson--Cariboo,Independent,146,0.2,Wayne Allan,70448,7,Loser,4033
59013,Kamloops--Thompson--Cariboo,Conservative,30281,43,Frank Caputo,70448,1,Winner,4033
59013,Kamloops--Thompson--Cariboo,Green Party,2576,3.7,Iain Currie,70448,5,Loser,4033
59013,Kamloops--Thompson--Cariboo,PPC,4033,5.7,Corally Delwo,70448,4,Loser,4033
59013,Kamloops--Thompson--Cariboo,Liberal,12717,18.1,Jesse McCormick,70448,3,Loser,4033
59013,Kamloops--Thompson--Cariboo,Independent,264,0.4,Bob O'Brien,70448,6,Loser,4033
59013,Kamloops--Thompson--Cariboo,NDP,20431,29,Bill Sundhu,70448,2,Loser,4033
59014,Kelowna--Lake Country,NDP,12204,18.2,Cade Desjarlais,67142,3,Loser,4688
59014,Kelowna--Lake Country,Conservative,30409,45.3,Tracy Gray,67142,1,Winner,4688
59014,Kelowna--Lake Country,Liberal,17767,26.5,Tim Krupa,67142,2,Loser,4688
59014,Kelowna--Lake Country,PPC,4688,7,Brian Rogers,67142,4,Loser,4688
59014,Kelowna--Lake Country,Green Party,2074,3.1,Imre Szeman,67142,5,Loser,4688
59015,Kootenay--Columbia,PPC,4467,6.9,Sarah Bennett,64965,4,Loser,4467
59015,Kootenay--Columbia,Liberal,5879,9,Robin Goldsbury,64965,3,Loser,4467
59015,Kootenay--Columbia,Conservative,28056,43.2,Rob Morrison,64965,1,Winner,4467
59015,Kootenay--Columbia,Green Party,2577,4,Rana Nelson,64965,5,Loser,4467
59015,Kootenay--Columbia,NDP,23986,36.9,Wayne Stetski,64965,2,Loser,4467
59016,Langley--Aldergrove,PPC,3341,5.3,Rayna Boychuk,62635,4,Loser,3341
59016,Langley--Aldergrove,NDP,12288,19.6,Michael Chang,62635,3,Loser,3341
59016,Langley--Aldergrove,Green Party,1798,2.9,Kaija Farstad,62635,5,Loser,3341
59016,Langley--Aldergrove,Liberal,16565,26.4,Kim Richter,62635,2,Loser,3341
59016,Langley--Aldergrove,Conservative,28643,45.7,Tako Van Popta,62635,1,Winner,3341
59017,Mission--Matsqui--Fraser Canyon,Green Party,1887,4.4,Nicole Bellay,43175,5,Loser,3073
59017,Mission--Matsqui--Fraser Canyon,Liberal,10598,24.5,Geet Grewal,43175,2,Loser,3073
59017,Mission--Matsqui--Fraser Canyon,PPC,3073,7.1,Tyler Niles,43175,4,Loser,3073
59017,Mission--Matsqui--Fraser Canyon,NDP,8709,20.2,Lynn Perrin,43175,3,Loser,3073
59017,Mission--Matsqui--Fraser Canyon,Conservative,18908,43.8,Brad Vis,43175,1,Winner,3073
59018,Nanaimo--Ladysmith,NDP,19826,28.8,Lisa Marie Barron,68765,1,Winner,3358
59018,Nanaimo--Ladysmith,Liberal,9314,13.5,Michelle Corfield,68765,4,Loser,3358
59018,Nanaimo--Ladysmith,Conservative,18627,27.1,Tamara Kronis,68765,2,Loser,3358
59018,Nanaimo--Ladysmith,Green Party,17640,25.7,Paul Manly,68765,3,Loser,3358
59018,Nanaimo--Ladysmith,PPC,3358,4.9,Stephen Welton,68765,5,Loser,3358
59019,New Westminster--Burnaby,PPC,1840,3.7,Kevin Heide,49324,5,Loser,1840
59019,New Westminster--Burnaby,Liberal,11685,23.7,Rozina Jaffer,49324,2,Loser,1840
59019,New Westminster--Burnaby,NDP,24054,48.8,Peter Julian,49324,1,Winner,1840
59019,New Westminster--Burnaby,Green Party,2035,4.1,David Macdonald,49324,4,Loser,1840
59019,New Westminster--Burnaby,Conservative,9710,19.7,Paige Munro,49324,3,Loser,1840
59020,North Okanagan--Shuswap,Conservative,33626,46.4,Mel Arnold,72397,1,Winner,7209
59020,North Okanagan--Shuswap,PPC,7209,10,Kyle Delfing,72397,4,Loser,7209
59020,North Okanagan--Shuswap,Liberal,13666,18.9,Shelley Desautels,72397,3,Loser,7209
59020,North Okanagan--Shuswap,Green Party,3967,5.5,Andrea Gunner,72397,5,Loser,7209
59020,North Okanagan--Shuswap,NDP,13929,19.2,Ron Johnston,72397,2,Loser,7209
59021,North Vancouver,NDP,11750,19.8,Tammy Bentz,59320,3,Loser,1545
59021,North Vancouver,PPC,1545,2.6,John Galloway,59320,5,Loser,1545
59021,North Vancouver,Conservative,16671,28.1,Les Jickling,59320,2,Loser,1545
59021,North Vancouver,Green Party,2598,4.4,Archie Kaario,59320,4,Loser,1545
59021,North Vancouver,Liberal,26756,45.1,Jonathan Wilkinson,59320,1,Winner,1545
59022,Pitt Meadows--Maple Ridge,Parti Rhinocéros Party,161,0.3,Peter Buddle,52833,6,Loser,2800
59022,Pitt Meadows--Maple Ridge,Conservative,19371,36.7,Marc Dalton,52833,1,Winner,2800
59022,Pitt Meadows--Maple Ridge,PPC,2800,5.3,Juliuss Hoffmann,52833,4,Loser,2800
59022,Pitt Meadows--Maple Ridge,NDP,16869,31.9,Phil Klapwyk,52833,2,Loser,2800
59022,Pitt Meadows--Maple Ridge,Independent,453,0.9,Steven William Ranta,52833,5,Loser,2800
59022,Pitt Meadows--Maple Ridge,Liberal,13179,24.9,Ahmed Yousef,52833,3,Loser,2800
59023,Port Moody--Coquitlam,Liberal,14231,27.3,Will Davis,52091,3,Loser,1766
59023,Port Moody--Coquitlam,PPC,1766,3.4,Desta McPherson,52091,4,Loser,1766
59023,Port Moody--Coquitlam,Conservative,16605,31.9,Nelly Shin,52091,2,Loser,1766
59023,Port Moody--Coquitlam,Marxist-Leninist,122,0.2,Roland Verrier,52091,5,Loser,1766
59023,Port Moody--Coquitlam,NDP,19367,37.2,Bonita Zarrillo,52091,1,Winner,1766
59024,Prince George--Peace River--Northern Rockies,Liberal,4236,8.6,Amir Alavi,49197,4,Loser,5138
59024,Prince George--Peace River--Northern Rockies,PPC,5138,10.4,Ryan Dyck,49197,3,Loser,5138
59024,Prince George--Peace River--Northern Rockies,CFF,53,0.1,Phil Hewkin,49197,7,Loser,5138
